"","iterations","CPLEX_time","SAT_calls","verdict","inst_num","cores_len","CPU","best_UB","solved_by","GREEDY_time","MEM_MB","CPLEX_pop_time","solver","SAT_time","interrupted_by","cores","solution","instance","best_LB","k","num_obj_in_core","cores_obj","CPLEX_seeded"
"373",1,0.0017,23,"OPTIMUM FOUND",1,3,0.0667,NA,"CPLEX model.",0,46,0,"Base",0.0084,"",4,660,"rnd1.csv",NA,2,NA,NA,NA
"374",1,6e-04,400,"OPTIMUM FOUND",29,6.3,49.7066,NA,"CPLEX model.",0,80,0,"Base",49.5307,"",10,115,"rnd5.csv",NA,8,NA,NA,NA
"375",1,4e-04,381,"OPTIMUM FOUND",28,3.736842,3.5196,NA,"concrete greedy soln.",1e-04,57,0,"Base",3.438,"",19,366,"rnd16.csv",NA,4,NA,NA,NA
"376",4,2.4713,6990,"OPTIMUM FOUND",21,44.301205,1313.4414,NA,"abstract CPLEX model.",0.0035,194,0,"Base",1310.5568,"",166,128,"rnd31.csv",NA,8,NA,NA,NA
"377",0,0,2,"OPTIMUM FOUND",56,0,0.3719,NA,"disjoint phase.",0,82,0,"Base",0.1592,"",0,0,"rnd55.csv",NA,10,NA,NA,NA
"378",1,0.0018,143,"OPTIMUM FOUND",28,3.714286,0.1993,NA,"concrete greedy soln.",0,52,0,"Base",0.1264,"",14,442,"rnd16.csv",NA,3,NA,NA,NA
"379",1,0,481,"OPTIMUM FOUND",1,4.636364,11.1783,NA,"concrete greedy soln.",1e-04,58,0,"Base",11.0685,"",22,329,"rnd1.csv",NA,5,NA,NA,NA
"380",1,5e-04,140,"OPTIMUM FOUND",25,10,38.9233,NA,"abstract CPLEX model.",0,79,0,"Base",38.7736,"",3,62,"rnd18.csv",NA,8,NA,NA,NA
"381",1,0,638,"OPTIMUM FOUND",44,6.190476,31.9743,NA,"concrete greedy soln.",1e-04,71,0,"Base",31.8315,"",21,121,"rnd6.csv",NA,7,NA,NA,NA
"382",7,0.1385,10750,"UNKNOWN",55,67.927711,3599.6566,261,"",0.0115,238,0,"Base",3599.0699,"INTERRUPTED signal 15",249,261,"rnd7.csv",181,7,NA,NA,NA
"383",0,0,2,"OPTIMUM FOUND",43,0,0.3536,NA,"disjoint phase.",0,81,0,"Base",0.1364,"",0,0,"rnd45.csv",NA,10,NA,NA,NA
"384",1,4e-04,134,"OPTIMUM FOUND",35,3.375,1.0364,NA,"CPLEX model.",0,57,0,"Base",0.9509,"",8,394,"rnd14.csv",NA,4,NA,NA,NA
"385",0,0,2,"OPTIMUM FOUND",1,0,0.3211,NA,"disjoint phase.",0,81,0,"Base",0.0775,"",0,0,"rnd1.csv",NA,10,NA,NA,NA
"386",1,5e-04,1178,"OPTIMUM FOUND",15,4.911765,47.5003,NA,"conflicts from UB model.",1e-04,63,6e-04,"Base",47.3838,"",34,345,"rnd3.csv",NA,5,NA,NA,NA
"387",1,5e-04,1414,"OPTIMUM FOUND",2,5.318182,52.1459,NA,"concrete greedy soln.",2e-04,68,0,"Base",52.0123,"",44,229,"rnd58.csv",NA,6,NA,NA,NA
"388",5,0.0467,6961,"OPTIMUM FOUND",54,54.202247,1675.5082,NA,"LB >= UB.",0.0059,214,0,"Base",1675.168,"",178,147,"rnd44.csv",NA,7,NA,NA,NA
"389",1,4e-04,135,"OPTIMUM FOUND",53,3.083333,0.0869,NA,"concrete greedy soln.",1e-04,46,0,"Base",0.0295,"",24,589,"rnd29.csv",NA,2,NA,NA,NA
"390",1,0.0012,451,"OPTIMUM FOUND",31,4.5,7.0116,NA,"concrete greedy soln.",0,58,0,"Base",6.9154,"",14,199,"rnd4.csv",NA,5,NA,NA,NA
"391",1,1e-04,751,"OPTIMUM FOUND",22,14.421053,58.6498,NA,"concrete greedy soln.",1e-04,81,0,"Base",58.4804,"",19,72,"rnd32.csv",NA,8,NA,NA,NA
"392",1,0.001,41,"OPTIMUM FOUND",6,3,0.1305,NA,"CPLEX model.",0,53,0,"Base",0.043,"",4,529,"rnd11.csv",NA,3,NA,NA,NA
"393",0,0,2,"OPTIMUM FOUND",60,0,0.0522,NA,"disjoint phase.",0,46,0,"Base",0.0014,"",0,658,"rnd53.csv",NA,2,NA,NA,NA
"394",6,0.0987,8099,"UNKNOWN",7,48.306533,3599.6064,337,"",0.0055,260,0,"Base",3599.2044,"INTERRUPTED signal 15",199,337,"rnd12.csv",171,7,NA,NA,NA
"395",1,4e-04,79,"OPTIMUM FOUND",16,3.214286,0.0596,NA,"concrete greedy soln.",0,46,0,"Base",0.0176,"",14,518,"rnd15.csv",NA,2,NA,NA,NA
"396",1,5e-04,397,"OPTIMUM FOUND",13,4.454545,59.2074,NA,"CPLEX model.",0,76,0,"Base",59.0567,"",11,141,"rnd54.csv",NA,7,NA,NA,NA
"397",0,0,2,"OPTIMUM FOUND",48,0,0.0554,NA,"disjoint phase.",0,46,0,"Base",0.0012,"",0,694,"rnd56.csv",NA,2,NA,NA,NA
"398",1,0,239,"OPTIMUM FOUND",34,3.956522,0.2614,NA,"concrete greedy soln.",0,53,0,"Base",0.1842,"",23,555,"rnd43.csv",NA,3,NA,NA,NA
"399",0,0,2,"OPTIMUM FOUND",23,0,0.3263,NA,"disjoint phase.",0,80,0,"Base",0.1495,"",0,22,"rnd49.csv",NA,9,NA,NA,NA
"400",0,0,2,"OPTIMUM FOUND",8,0,0.0388,NA,"disjoint phase.",0,41,0,"Base",5e-04,"",0,806,"rnd50.csv",NA,1,NA,NA,NA
"401",2,0.0031,2139,"OPTIMUM FOUND",16,4.756098,48.9172,NA,"LB >= UB.",2e-04,62,0,"Base",48.8083,"",82,259,"rnd15.csv",NA,5,NA,NA,NA
"402",1,4e-04,164,"OPTIMUM FOUND",48,3.142857,2.9835,NA,"CPLEX model.",0,58,0,"Base",2.8718,"",7,334,"rnd56.csv",NA,5,NA,NA,NA
"403",4,0.9675,8646,"OPTIMUM FOUND",36,36.330189,762.5901,NA,"abstract CPLEX model.",0.0034,182,0,"Base",760.9643,"",212,114,"rnd47.csv",NA,8,NA,NA,NA
"404",1,0,433,"OPTIMUM FOUND",34,4.416667,2.3616,NA,"concrete greedy soln.",1e-04,57,0,"Base",2.2691,"",24,451,"rnd43.csv",NA,4,NA,NA,NA
"405",2,0.0063,5281,"OPTIMUM FOUND",8,11.941176,286.4597,NA,"CPLEX model.",5e-04,105,0,"Base",286.3004,"",136,228,"rnd50.csv",NA,6,NA,NA,NA
"406",1,0,2367,"OPTIMUM FOUND",53,6.122807,105.5679,NA,"concrete greedy soln.",1e-04,71,0,"Base",105.4558,"",57,295,"rnd29.csv",NA,5,NA,NA,NA
"407",0,0,2,"OPTIMUM FOUND",31,0,0.0486,NA,"disjoint phase.",0,46,0,"Base",0.0016,"",0,451,"rnd4.csv",NA,2,NA,NA,NA
"408",4,0.0352,3985,"OPTIMUM FOUND",27,72.848739,1188.5847,NA,"LB >= UB.",0.0053,190,0,"Base",1188.3254,"",119,109,"rnd46.csv",NA,8,NA,NA,NA
"409",1,5e-04,919,"OPTIMUM FOUND",6,4.021277,9.0161,NA,"concrete greedy soln.",2e-04,59,0,"Base",8.9067,"",47,434,"rnd11.csv",NA,4,NA,NA,NA
"410",1,5e-04,879,"OPTIMUM FOUND",60,5.166667,21.6703,NA,"concrete greedy soln.",1e-04,59,0,"Base",21.5588,"",30,316,"rnd53.csv",NA,5,NA,NA,NA
"411",1,6e-04,1113,"OPTIMUM FOUND",36,4.744681,49.019,NA,"concrete greedy soln.",2e-04,68,0,"Base",48.8878,"",47,247,"rnd47.csv",NA,6,NA,NA,NA
"412",1,7e-04,2501,"OPTIMUM FOUND",8,29.719298,206.6274,NA,"concrete greedy soln.",4e-04,126,0,"Base",206.4431,"",57,81,"rnd50.csv",NA,8,NA,NA,NA
"413",0,0,7,"OPTIMUM FOUND",22,3,0.0396,NA,"disjoint phase.",0,41,0,"Base",0.0017,"",1,786,"rnd32.csv",NA,1,NA,NA,NA
"414",3,0.2975,6235,"OPTIMUM FOUND",27,26.993056,704.6446,NA,"abstract CPLEX model.",0.0019,177,0,"Base",704.149,"",144,247,"rnd46.csv",NA,6,NA,NA,NA
"415",1,2e-04,197,"OPTIMUM FOUND",46,5.125,3.6503,NA,"CPLEX model.",0,58,0,"Base",3.5442,"",8,267,"rnd8.csv",NA,5,NA,NA,NA
"416",1,6e-04,3273,"OPTIMUM FOUND",22,7.590909,158.7251,NA,"concrete greedy soln.",4e-04,85,0,"Base",158.5895,"",88,199,"rnd32.csv",NA,6,NA,NA,NA
"417",0,0,1,"OPTIMUM FOUND",27,0,0.033,NA,"Init Bounds.",0,41,0,"Base",2e-04,"",0,695,"rnd46.csv",NA,1,NA,NA,NA
"418",2,0.0188,2258,"OPTIMUM FOUND",7,63.622951,237.5437,NA,"abstract CPLEX model.",0.0012,110,0,"Base",237.3429,"",61,51,"rnd12.csv",NA,9,NA,NA,NA
"419",0,0,2,"OPTIMUM FOUND",46,0,0.0551,NA,"disjoint phase.",0,46,0,"Base",0.0022,"",0,595,"rnd8.csv",NA,2,NA,NA,NA
"420",1,0,60,"OPTIMUM FOUND",13,12,0.9534,NA,"abstract CPLEX model.",0,80,0,"Base",0.7368,"",1,19,"rnd54.csv",NA,9,NA,NA,NA
"421",0,0,117,"OPTIMUM FOUND",36,3,0.0578,NA,"disjoint phase.",0,41,0,"Base",0.0182,"",23,836,"rnd47.csv",NA,1,NA,NA,NA
"422",2,0.0085,4195,"OPTIMUM FOUND",23,26.126214,257.001,NA,"CPLEX model.",0.001,107,0,"Base",256.8299,"",103,124,"rnd49.csv",NA,7,NA,NA,NA
"423",1,2e-04,632,"OPTIMUM FOUND",32,4.666667,1.4244,NA,"concrete greedy soln.",1e-04,57,0,"Base",1.3354,"",39,360,"rnd10.csv",NA,4,NA,NA,NA
"424",3,0.0297,6127,"OPTIMUM FOUND",18,42.198582,847.2571,NA,"abstract CPLEX model.",0.0015,156,0,"Base",846.5634,"",141,175,"rnd52.csv",NA,7,NA,NA,NA
"425",0,0,1,"OPTIMUM FOUND",51,0,0.0333,NA,"Init Bounds.",0,40,0,"Base",3e-04,"",0,648,"rnd40.csv",NA,1,NA,NA,NA
"426",1,4e-04,99,"OPTIMUM FOUND",39,3.571429,0.4218,NA,"CPLEX model.",0,57,0,"Base",0.3443,"",7,278,"rnd33.csv",NA,4,NA,NA,NA
"427",1,5e-04,223,"OPTIMUM FOUND",49,5,15.5841,NA,"abstract CPLEX model.",0,79,0,"Base",15.43,"",5,45,"rnd21.csv",NA,8,NA,NA,NA
"428",0,0,2,"OPTIMUM FOUND",59,0,0.4692,NA,"disjoint phase.",0,81,0,"Base",0.2245,"",0,0,"rnd13.csv",NA,10,NA,NA,NA
"429",1,5e-04,354,"OPTIMUM FOUND",37,10,15.4484,NA,"abstract CPLEX model.",0,80,0,"Base",15.254,"",4,28,"rnd60.csv",NA,9,NA,NA,NA
"430",1,8e-04,61,"OPTIMUM FOUND",56,3.25,0.4319,NA,"CPLEX model.",0,58,0,"Base",0.3525,"",4,289,"rnd55.csv",NA,4,NA,NA,NA
"431",1,9e-04,154,"OPTIMUM FOUND",38,4.375,0.2036,NA,"concrete greedy soln.",0,52,0,"Base",0.1256,"",16,489,"rnd9.csv",NA,3,NA,NA,NA
"432",0,0,2,"OPTIMUM FOUND",21,0,0.4825,NA,"disjoint phase.",0,81,0,"Base",0.236,"",0,0,"rnd31.csv",NA,10,NA,NA,NA
"433",1,0.0019,14,"OPTIMUM FOUND",3,3,0.049,NA,"CPLEX model.",0,46,0,"Base",0.0034,"",2,454,"rnd41.csv",NA,2,NA,NA,NA
"434",3,0.0372,6375,"OPTIMUM FOUND",59,41.821429,642.7469,NA,"abstract CPLEX model.",0.0023,151,0,"Base",642.2578,"",140,211,"rnd13.csv",NA,6,NA,NA,NA
"435",2,0.0026,307,"OPTIMUM FOUND",11,4.136364,3.048,NA,"LB >= UB.",0,57,0,"Base",2.9541,"",22,503,"rnd36.csv",NA,4,NA,NA,NA
"436",1,5e-04,89,"OPTIMUM FOUND",14,3.333333,0.1786,NA,"concrete greedy soln.",0,52,0,"Base",0.1027,"",9,531,"rnd42.csv",NA,3,NA,NA,NA
"437",1,0.0011,1006,"OPTIMUM FOUND",38,4.166667,10.7573,NA,"concrete greedy soln.",1e-04,57,0,"Base",10.6614,"",42,389,"rnd9.csv",NA,4,NA,NA,NA
"438",1,0.0013,88,"OPTIMUM FOUND",3,4.25,0.7789,NA,"CPLEX model.",0,58,0,"Base",0.6826,"",4,211,"rnd41.csv",NA,5,NA,NA,NA
"439",0,0,2,"OPTIMUM FOUND",59,0,0.0438,NA,"disjoint phase.",0,40,0,"Base",6e-04,"",0,725,"rnd13.csv",NA,1,NA,NA,NA
"440",2,0.0018,225,"OPTIMUM FOUND",11,3.65,0.4334,NA,"LB >= UB.",0,53,0.0026,"Base",0.3499,"",20,619,"rnd36.csv",NA,3,NA,NA,NA
"441",1,0.0016,294,"OPTIMUM FOUND",14,4,1.4569,NA,"concrete greedy soln.",0,57,0,"Base",1.3574,"",15,426,"rnd42.csv",NA,4,NA,NA,NA
"442",0,0,2,"OPTIMUM FOUND",33,0,0.368,NA,"disjoint phase.",0,81,0,"Base",0.1469,"",0,0,"rnd22.csv",NA,10,NA,NA,NA
"443",0,0,2,"OPTIMUM FOUND",32,0,0.0652,NA,"disjoint phase.",0,52,0,"Base",0.002,"",0,462,"rnd10.csv",NA,3,NA,NA,NA
"444",1,9e-04,66,"OPTIMUM FOUND",51,5.333333,1.1274,NA,"CPLEX model.",0,59,0,"Base",1.0152,"",3,172,"rnd40.csv",NA,6,NA,NA,NA
"445",1,9e-04,16,"OPTIMUM FOUND",39,3.5,0.0763,NA,"CPLEX model.",0,52,0,"Base",0.0151,"",2,354,"rnd33.csv",NA,3,NA,NA,NA
"446",1,0,225,"OPTIMUM FOUND",56,3.863636,0.2234,NA,"concrete greedy soln.",0,53,0,"Base",0.158,"",22,399,"rnd55.csv",NA,3,NA,NA,NA
"447",1,0,46,"OPTIMUM FOUND",12,3.4,0.0985,NA,"CPLEX model.",0,53,0,"Base",0.0335,"",5,452,"rnd51.csv",NA,3,NA,NA,NA
"448",1,5e-04,340,"OPTIMUM FOUND",51,4,21.0451,NA,"CPLEX model.",0,79,0,"Base",20.8937,"",9,76,"rnd40.csv",NA,8,NA,NA,NA
"449",1,0,132,"OPTIMUM FOUND",17,3.181818,0.2447,NA,"concrete greedy soln.",0,53,0,"Base",0.1599,"",11,589,"rnd57.csv",NA,3,NA,NA,NA
"450",0,0,1,"OPTIMUM FOUND",49,0,0.0282,NA,"Init Bounds.",0,40,0,"Base",5e-04,"",0,616,"rnd21.csv",NA,1,NA,NA,NA
"451",2,0.0449,3271,"OPTIMUM FOUND",18,54.782051,273.9475,NA,"CPLEX model.",9e-04,121,0,"Base",273.6513,"",78,47,"rnd52.csv",NA,9,NA,NA,NA
"452",1,1e-04,390,"OPTIMUM FOUND",17,4.090909,3.2112,NA,"concrete greedy soln.",1e-04,57,0,"Base",3.1077,"",22,473,"rnd57.csv",NA,4,NA,NA,NA
"453",1,0,90,"OPTIMUM FOUND",49,3,3.6188,NA,"CPLEX model.",0,59,0,"Base",3.5139,"",5,129,"rnd21.csv",NA,6,NA,NA,NA
"454",3,0.0154,8935,"OPTIMUM FOUND",37,20.71978,522.1273,NA,"abstract CPLEX model.",0.0016,116,0,"Base",521.7339,"",182,124,"rnd60.csv",NA,7,NA,NA,NA
"455",1,2e-04,360,"OPTIMUM FOUND",59,14.4,68.0174,NA,"abstract CPLEX model.",0,80,0,"Base",67.8411,"",5,75,"rnd13.csv",NA,8,NA,NA,NA
"456",1,3e-04,244,"OPTIMUM FOUND",12,4.882353,1.0512,NA,"concrete greedy soln.",0,57,0,"Base",0.9705,"",17,369,"rnd51.csv",NA,4,NA,NA,NA
"457",0,0,2,"OPTIMUM FOUND",28,0,0.0482,NA,"disjoint phase.",0,46,0,"Base",0.001,"",0,533,"rnd16.csv",NA,2,NA,NA,NA
"458",1,6e-04,79,"OPTIMUM FOUND",1,4.6,0.3651,NA,"CPLEX model.",0,57,0,"Base",0.2741,"",5,413,"rnd1.csv",NA,4,NA,NA,NA
"459",0,0,2,"OPTIMUM FOUND",25,0,0.2082,NA,"disjoint phase.",0,80,0,"Base",0.0455,"",0,29,"rnd18.csv",NA,9,NA,NA,NA
"460",1,5e-04,128,"OPTIMUM FOUND",44,4.2,2.9824,NA,"CPLEX model.",0,59,0,"Base",2.8676,"",5,177,"rnd6.csv",NA,6,NA,NA,NA
"461",4,0.0496,9731,"OPTIMUM FOUND",55,28.898148,1303.5059,NA,"abstract CPLEX model.",0.0024,202,0,"Base",1303.114,"",216,272,"rnd7.csv",NA,6,NA,NA,NA
"462",1,5e-04,268,"OPTIMUM FOUND",35,3.9,6.8299,NA,"CPLEX model.",0,58,0,"Base",6.7271,"",10,296,"rnd14.csv",NA,5,NA,NA,NA
"463",2,0.0053,3752,"OPTIMUM FOUND",2,18.604167,256.3467,NA,"CPLEX model.",5e-04,126,0,"Base",256.1637,"",96,157,"rnd58.csv",NA,7,NA,NA,NA
"464",1,4e-04,295,"OPTIMUM FOUND",15,4.5,1.5298,NA,"concrete greedy soln.",0,57,0,"Base",1.4336,"",18,440,"rnd3.csv",NA,4,NA,NA,NA
"465",2,0.0068,3575,"OPTIMUM FOUND",54,29.168539,255.4621,NA,"CPLEX model.",7e-04,102,0,"Base",255.3315,"",89,206,"rnd44.csv",NA,6,NA,NA,NA
"466",0,0,2,"OPTIMUM FOUND",55,0,0.0351,NA,"disjoint phase.",0,41,0,"Base",4e-04,"",0,788,"rnd7.csv",NA,1,NA,NA,NA
"467",0,0,2,"OPTIMUM FOUND",42,0,0.2881,NA,"disjoint phase.",0,82,0,"Base",0.1018,"",0,24,"rnd26.csv",NA,9,NA,NA,NA
"468",1,6e-04,387,"OPTIMUM FOUND",10,5.888889,69.1003,NA,"CPLEX model.",0,80,0,"Base",68.9382,"",9,89,"rnd39.csv",NA,8,NA,NA,NA
"469",1,0.0017,14,"OPTIMUM FOUND",35,3,0.0531,NA,"CPLEX model.",0,46,0,"Base",0.0052,"",2,613,"rnd14.csv",NA,2,NA,NA,NA
"470",1,7e-04,102,"OPTIMUM FOUND",15,3.545455,0.2044,NA,"concrete greedy soln.",0,53,0,"Base",0.1286,"",11,556,"rnd3.csv",NA,3,NA,NA,NA
"471",0,0,2,"OPTIMUM FOUND",54,0,0.0325,NA,"disjoint phase.",0,40,0,"Base",1e-04,"",0,616,"rnd44.csv",NA,1,NA,NA,NA
"472",2,0.137,3782,"OPTIMUM FOUND",29,36.604651,270.1619,NA,"CPLEX model.",6e-04,123,0,"Base",269.7755,"",86,56,"rnd5.csv",NA,9,NA,NA,NA
"473",1,0,154,"OPTIMUM FOUND",1,4,0.2358,NA,"populated CPLEX model.",0,53,0.001,"Base",0.166,"",13,533,"rnd1.csv",NA,3,NA,NA,NA
"474",1,6e-04,918,"OPTIMUM FOUND",28,4.516129,31.6177,NA,"concrete greedy soln.",1e-04,62,0,"Base",31.5064,"",31,293,"rnd16.csv",NA,5,NA,NA,NA
"475",2,0.0538,2401,"OPTIMUM FOUND",21,50.229508,261.8905,NA,"CPLEX model.",9e-04,123,0,"Base",261.6203,"",61,63,"rnd31.csv",NA,9,NA,NA,NA
"476",0,0,2,"OPTIMUM FOUND",44,0,0.034,NA,"disjoint phase.",0,40,0,"Base",8e-04,"",0,694,"rnd6.csv",NA,1,NA,NA,NA
"477",5,4.4461,12587,"OPTIMUM FOUND",10,35,1677.6605,NA,"abstract CPLEX model.",0.0058,203,0,"Base",1672.7776,"",292,244,"rnd39.csv",NA,6,NA,NA,NA
"478",2,0.0149,2780,"OPTIMUM FOUND",42,61.522388,274.8359,NA,"CPLEX model.",0.001,111,0,"Base",274.6684,"",67,120,"rnd26.csv",NA,7,NA,NA,NA
"479",1,4e-04,16,"OPTIMUM FOUND",58,4,0.0645,NA,"concrete greedy soln.",0,46,0,"Base",0.0066,"",2,721,"rnd48.csv",NA,2,NA,NA,NA
"480",1,0.0016,138,"OPTIMUM FOUND",45,3.761905,0.1181,NA,"concrete greedy soln.",1e-04,46,0,"Base",0.0521,"",21,764,"rnd38.csv",NA,2,NA,NA,NA
"481",2,0.0048,1976,"OPTIMUM FOUND",43,4.808989,71.9758,NA,"CPLEX model.",1e-04,69,0,"Base",71.8558,"",89,336,"rnd45.csv",NA,5,NA,NA,NA
"482",1,0.0036,165,"OPTIMUM FOUND",4,5,3.8294,NA,"CPLEX model.",0,58,0,"Base",3.7132,"",7,376,"rnd2.csv",NA,5,NA,NA,NA
"483",0,0,2,"OPTIMUM FOUND",50,0,0.4125,NA,"disjoint phase.",0,81,0,"Base",0.1708,"",0,0,"rnd35.csv",NA,10,NA,NA,NA
"484",0,0,2,"OPTIMUM FOUND",44,0,0.2872,NA,"disjoint phase.",0,81,0,"Base",0.0661,"",0,0,"rnd6.csv",NA,10,NA,NA,NA
"485",1,5e-04,3003,"OPTIMUM FOUND",29,13.74359,202.8123,NA,"concrete greedy soln.",5e-04,98,0,"Base",202.6349,"",78,191,"rnd5.csv",NA,7,NA,NA,NA
"486",2,0.0024,2833,"OPTIMUM FOUND",21,12.010989,206.565,NA,"CPLEX model.",5e-04,90,0,"Base",206.3924,"",91,201,"rnd31.csv",NA,7,NA,NA,NA
"487",0,0,2,"OPTIMUM FOUND",58,0,0.6586,NA,"disjoint phase.",0,81,0,"Base",0.3895,"",0,0,"rnd48.csv",NA,10,NA,NA,NA
"488",1,9e-04,20,"OPTIMUM FOUND",26,2.666667,0.0657,NA,"concrete greedy soln.",0,46,0,"Base",0.0105,"",3,624,"rnd24.csv",NA,2,NA,NA,NA
"489",1,0,338,"OPTIMUM FOUND",25,8.2,20.7709,NA,"abstract CPLEX model.",0,71,0,"Base",20.637,"",5,118,"rnd18.csv",NA,7,NA,NA,NA
"490",1,5e-04,815,"OPTIMUM FOUND",44,8.045455,47.3087,NA,"concrete greedy soln.",1e-04,79,0,"Base",47.1444,"",22,75,"rnd6.csv",NA,8,NA,NA,NA
"491",1,0.001,817,"OPTIMUM FOUND",26,4.387097,25.5116,NA,"concrete greedy soln.",1e-04,59,0,"Base",25.4087,"",31,330,"rnd24.csv",NA,5,NA,NA,NA
"492",8,0.1448,8017,"UNKNOWN",55,80.59204,3599.5597,194,"",0.0114,279,0,"Base",3598.8677,"INTERRUPTED signal 15",201,194,"rnd7.csv",119,8,NA,NA,NA
"493",0,0,2,"OPTIMUM FOUND",10,0,0.0437,NA,"disjoint phase.",0,41,0,"Base",9e-04,"",0,776,"rnd39.csv",NA,1,NA,NA,NA
"494",1,0.001,1108,"OPTIMUM FOUND",45,4.722222,25.2699,NA,"concrete greedy soln.",1e-04,60,0,"Base",25.155,"",36,371,"rnd38.csv",NA,5,NA,NA,NA
"495",1,5e-04,834,"OPTIMUM FOUND",58,4.193548,24.3382,NA,"concrete greedy soln.",1e-04,59,0,"Base",24.2234,"",31,373,"rnd48.csv",NA,5,NA,NA,NA
"496",1,6e-04,34,"OPTIMUM FOUND",43,3.2,0.0615,NA,"concrete greedy soln.",0,46,0,"Base",0.0125,"",5,628,"rnd45.csv",NA,2,NA,NA,NA
"497",0,0,2,"OPTIMUM FOUND",4,0,0.0601,NA,"disjoint phase.",0,46,0,"Base",0.0015,"",0,717,"rnd2.csv",NA,2,NA,NA,NA
"498",0,0,2,"OPTIMUM FOUND",42,0,0.3784,NA,"disjoint phase.",0,82,0,"Base",0.1547,"",0,0,"rnd26.csv",NA,10,NA,NA,NA
"499",0,0,2,"OPTIMUM FOUND",2,0,0.2467,NA,"disjoint phase.",0,80,0,"Base",0.05,"",0,35,"rnd58.csv",NA,9,NA,NA,NA
"500",4,0.0323,5069,"OPTIMUM FOUND",54,70.203125,1116.323,NA,"LB >= UB.",0.0042,190,0,"Base",1115.8897,"",128,89,"rnd44.csv",NA,8,NA,NA,NA
"501",1,0,52,"OPTIMUM FOUND",52,3.222222,0.049,NA,"concrete greedy soln.",0,41,0,"Base",0.0082,"",9,767,"rnd17.csv",NA,1,NA,NA,NA
"502",1,6e-04,270,"OPTIMUM FOUND",20,10,40.9369,NA,"abstract CPLEX model.",0,84,0,"Base",40.7523,"",4,33,"rnd30.csv",NA,9,NA,NA,NA
"503",1,5e-04,731,"OPTIMUM FOUND",41,4.685714,7.9809,NA,"concrete greedy soln.",1e-04,58,0,"Base",7.8931,"",35,251,"rnd23.csv",NA,5,NA,NA,NA
"504",0,0,2,"OPTIMUM FOUND",13,0,0.3991,NA,"disjoint phase.",0,81,0,"Base",0.1347,"",0,0,"rnd54.csv",NA,10,NA,NA,NA
"505",1,0,705,"OPTIMUM FOUND",47,5.3,67.4116,NA,"CPLEX model.",0,66,0,"Base",67.309,"",20,199,"rnd34.csv",NA,6,NA,NA,NA
"506",3,0.0519,5146,"OPTIMUM FOUND",40,67.87069,775.9004,NA,"abstract greedy soln.",0.0027,193,0,"Base",775.1109,"",116,54,"rnd25.csv",NA,9,NA,NA,NA
"507",0,0,2,"OPTIMUM FOUND",41,0,0.0449,NA,"disjoint phase.",0,46,0,"Base",0.0014,"",0,494,"rnd23.csv",NA,2,NA,NA,NA
"508",6,0.14,11700,"UNKNOWN",19,49.505837,3599.6321,261,"",0.0073,277,0,"Base",3599.0206,"INTERRUPTED signal 15",257,261,"rnd28.csv",171,7,NA,NA,NA
"509",0,0,1,"OPTIMUM FOUND",47,0,0.0356,NA,"Init Bounds.",0,41,0,"Base",8e-04,"",0,688,"rnd34.csv",NA,1,NA,NA,NA
"510",0,0,2,"OPTIMUM FOUND",3,0,0.3068,NA,"disjoint phase.",0,81,0,"Base",0.1203,"",0,0,"rnd41.csv",NA,10,NA,NA,NA
"511",0,0,2,"OPTIMUM FOUND",8,0,0.4071,NA,"disjoint phase.",0,81,0,"Base",0.166,"",0,0,"rnd50.csv",NA,10,NA,NA,NA
"512",1,6e-04,198,"OPTIMUM FOUND",57,5.25,7.2241,NA,"abstract CPLEX model.",0,71,0,"Base",7.0814,"",4,118,"rnd37.csv",NA,7,NA,NA,NA
"513",8,0.1001,11644,"UNKNOWN",52,41.32,3599.5414,329,"",0.0117,283,0,"Base",3599.1595,"INTERRUPTED signal 15",300,329,"rnd17.csv",293,6,NA,NA,NA
"514",1,5e-04,277,"OPTIMUM FOUND",24,10.6,8.3775,NA,"abstract CPLEX model.",0,80,0,"Base",8.1816,"",5,34,"rnd19.csv",NA,9,NA,NA,NA
"515",0,0,2,"OPTIMUM FOUND",24,0,0.3496,NA,"disjoint phase.",0,81,0,"Base",0.1064,"",0,0,"rnd19.csv",NA,10,NA,NA,NA
"516",1,5e-04,71,"OPTIMUM FOUND",50,4.25,1.0156,NA,"CPLEX model.",0,58,0,"Base",0.9117,"",4,289,"rnd35.csv",NA,5,NA,NA,NA
"517",1,0.0018,270,"OPTIMUM FOUND",30,3.5,0.1355,NA,"concrete greedy soln.",1e-04,46,0,"Base",0.0791,"",40,641,"rnd59.csv",NA,2,NA,NA,NA
"518",1,7e-04,367,"OPTIMUM FOUND",19,51.5,91.1854,NA,"abstract CPLEX model.",0,93,0,"Base",90.9865,"",4,54,"rnd28.csv",NA,9,NA,NA,NA
"519",2,0.0019,776,"OPTIMUM FOUND",5,4.269231,4.1396,NA,"LB >= UB.",1e-04,57,3e-04,"Base",4.055,"",52,379,"rnd20.csv",NA,4,NA,NA,NA
"520",8,0.1767,9225,"UNKNOWN",52,70.846154,3599.4651,189,"",0.0191,287,0,"Base",3598.8692,"INTERRUPTED signal 15",247,189,"rnd17.csv",128,8,NA,NA,NA
