"","iterations","CPLEX_time","SAT_calls","verdict","inst_num","cores_len","CPU","best_UB","solved_by","GREEDY_time","MEM_MB","CPLEX_pop_time","solver","SAT_time","interrupted_by","cores","solution","instance","best_LB","k","num_obj_in_core","cores_obj","CPLEX_seeded"
"1",1,3e-04,301,"OPTIMUM FOUND",38,8.428571,52.3519,NA,"CPLEX model.",0,79,0,"Base",52.1827,"",7,63,"rnd9.csv",NA,8,NA,NA,NA
"2",1,5e-04,118,"OPTIMUM FOUND",3,10,7.542,NA,"abstract CPLEX model.",0,80,0,"Base",7.3917,"",2,22,"rnd41.csv",NA,9,NA,NA,NA
"3",2,0.0027,853,"OPTIMUM FOUND",12,3.258065,0.1604,NA,"CPLEX model.",1e-04,40,0,"Base",0.1143,"",155,705,"rnd51.csv",NA,1,NA,NA,NA
"4",4,0.082,7106,"OPTIMUM FOUND",14,82.060403,886.3874,NA,"abstract CPLEX model.",0.0061,186,0,"Base",885.5638,"",149,101,"rnd42.csv",NA,8,NA,NA,NA
"5",0,0,2,"OPTIMUM FOUND",37,0,0.0528,NA,"disjoint phase.",0,46,0,"Base",9e-04,"",0,585,"rnd60.csv",NA,2,NA,NA,NA
"6",0,0,2,"OPTIMUM FOUND",17,0,0.0587,NA,"disjoint phase.",0,41,0,"Base",7e-04,"",0,869,"rnd57.csv",NA,1,NA,NA,NA
"7",1,0.0013,66,"OPTIMUM FOUND",49,3.166667,0.1021,NA,"CPLEX model.",0,52,0,"Base",0.0401,"",6,389,"rnd21.csv",NA,3,NA,NA,NA
"8",4,8.5437,7895,"OPTIMUM FOUND",32,49.136364,830.5001,NA,"abstract CPLEX model.",0.0032,180,0,"Base",821.2178,"",176,67,"rnd10.csv",NA,8,NA,NA,NA
"9",2,0.013,2714,"OPTIMUM FOUND",39,28.647887,273.4657,NA,"CPLEX model.",5e-04,112,0,"Base",273.2924,"",71,70,"rnd33.csv",NA,8,NA,NA,NA
"10",1,0,970,"OPTIMUM FOUND",56,16.210526,75.2045,NA,"concrete greedy soln.",1e-04,82,0,"Base",75.0401,"",19,63,"rnd55.csv",NA,8,NA,NA,NA
"11",1,0,298,"OPTIMUM FOUND",37,3.285714,6.0776,NA,"CPLEX model.",0,58,0,"Base",5.9828,"",14,270,"rnd60.csv",NA,5,NA,NA,NA
"12",0,0,2,"OPTIMUM FOUND",35,0,0.3366,NA,"disjoint phase.",0,81,0,"Base",0.1191,"",0,0,"rnd14.csv",NA,10,NA,NA,NA
"13",1,0,481,"OPTIMUM FOUND",17,5.6,26.5895,NA,"concrete greedy soln.",0,61,0,"Base",26.4562,"",15,266,"rnd57.csv",NA,6,NA,NA,NA
"14",2,0.0049,778,"OPTIMUM FOUND",49,4.036364,2.385,NA,"CPLEX model.",1e-04,57,0.0042,"Base",2.2973,"",55,297,"rnd21.csv",NA,4,NA,NA,NA
"15",0,0,2,"OPTIMUM FOUND",46,0,0.5169,NA,"disjoint phase.",0,82,0,"Base",0.2816,"",0,0,"rnd8.csv",NA,10,NA,NA,NA
"16",1,0.0029,349,"OPTIMUM FOUND",12,5.333333,17.9387,NA,"concrete greedy soln.",0,61,0,"Base",17.823,"",12,223,"rnd51.csv",NA,6,NA,NA,NA
"17",4,4.1677,7983,"OPTIMUM FOUND",11,55.414365,1096.1229,NA,"abstract CPLEX model.",0.0041,197,0,"Base",1091.2974,"",181,119,"rnd36.csv",NA,8,NA,NA,NA
"18",1,0.0013,876,"OPTIMUM FOUND",32,6.363636,59.7187,NA,"concrete greedy soln.",1e-04,66,0,"Base",59.6047,"",22,192,"rnd10.csv",NA,6,NA,NA,NA
"19",1,7e-04,10,"OPTIMUM FOUND",51,3,0.0674,NA,"CPLEX model.",0,52,0,"Base",0.005,"",1,414,"rnd40.csv",NA,3,NA,NA,NA
"20",2,0.0055,2232,"OPTIMUM FOUND",39,10.296875,127.7242,NA,"LB >= UB.",2e-04,90,0,"Base",127.6063,"",64,166,"rnd33.csv",NA,6,NA,NA,NA
"21",2,0.0096,4916,"OPTIMUM FOUND",18,6.45614,147.2198,NA,"CPLEX model.",9e-04,72,0,"Base",147.0449,"",171,367,"rnd52.csv",NA,5,NA,NA,NA
"22",1,6e-04,241,"OPTIMUM FOUND",56,4.333333,9.9618,NA,"CPLEX model.",0,61,0,"Base",9.8461,"",6,141,"rnd55.csv",NA,6,NA,NA,NA
"23",4,0.3097,5683,"OPTIMUM FOUND",17,78.162338,775.4762,NA,"abstract CPLEX model.",0.0052,173,0,"Base",774.6846,"",154,117,"rnd57.csv",NA,8,NA,NA,NA
"24",0,0,2,"OPTIMUM FOUND",38,0,0.0438,NA,"disjoint phase.",0,40,0,"Base",6e-04,"",0,735,"rnd9.csv",NA,1,NA,NA,NA
"25",1,0,306,"OPTIMUM FOUND",12,14.6,53.1037,NA,"abstract CPLEX model.",0,80,0,"Base",52.9524,"",5,95,"rnd51.csv",NA,8,NA,NA,NA
"26",2,0.0036,1344,"OPTIMUM FOUND",59,4.16129,14.8689,NA,"CPLEX model.",2e-04,57,0,"Base",14.7615,"",62,364,"rnd13.csv",NA,4,NA,NA,NA
"27",0,0,2,"OPTIMUM FOUND",16,0,0.3702,NA,"disjoint phase.",0,82,0,"Base",0.1798,"",0,0,"rnd15.csv",NA,10,NA,NA,NA
"28",1,6e-04,2609,"OPTIMUM FOUND",11,14.666667,185.2949,NA,"concrete greedy soln.",5e-04,92,0,"Base",185.1438,"",75,293,"rnd36.csv",NA,6,NA,NA,NA
"29",0,0,2,"OPTIMUM FOUND",14,0,0.0453,NA,"disjoint phase.",0,41,0,"Base",4e-04,"",0,782,"rnd42.csv",NA,1,NA,NA,NA
"30",0,0,2,"OPTIMUM FOUND",38,0,0.9453,NA,"disjoint phase.",0,81,0,"Base",0.715,"",0,0,"rnd9.csv",NA,10,NA,NA,NA
"31",1,6e-04,424,"OPTIMUM FOUND",38,5.1,35.6914,NA,"CPLEX model.",0,66,0,"Base",35.5776,"",10,198,"rnd9.csv",NA,6,NA,NA,NA
"32",0,0,2,"OPTIMUM FOUND",20,0,0.3842,NA,"disjoint phase.",0,82,0,"Base",0.1567,"",0,0,"rnd30.csv",NA,10,NA,NA,NA
"33",1,9e-04,373,"OPTIMUM FOUND",3,4.2,17.0955,NA,"CPLEX model.",0,71,0,"Base",16.9718,"",10,94,"rnd41.csv",NA,7,NA,NA,NA
"34",1,2e-04,33,"OPTIMUM FOUND",59,3,0.1102,NA,"CPLEX model.",0,52,0,"Base",0.0368,"",3,445,"rnd13.csv",NA,3,NA,NA,NA
"35",0,0,2,"OPTIMUM FOUND",11,0,0.0373,NA,"disjoint phase.",0,41,0,"Base",5e-04,"",0,885,"rnd36.csv",NA,1,NA,NA,NA
"36",2,0.0027,2081,"OPTIMUM FOUND",14,13.984848,127.5887,NA,"CPLEX model.",3e-04,86,0,"Base",127.4528,"",66,241,"rnd42.csv",NA,6,NA,NA,NA
"37",0,0,2,"OPTIMUM FOUND",32,0,0.0301,NA,"disjoint phase.",0,40,0,"Base",1e-04,"",0,707,"rnd10.csv",NA,1,NA,NA,NA
"38",1,7e-04,14,"OPTIMUM FOUND",51,3,0.0992,NA,"CPLEX model.",0,57,0,"Base",0.0138,"",1,324,"rnd40.csv",NA,4,NA,NA,NA
"39",0,0,2,"OPTIMUM FOUND",39,0,0.023,NA,"disjoint phase.",0,40,0,"Base",3e-04,"",0,537,"rnd33.csv",NA,1,NA,NA,NA
"40",1,7e-04,103,"OPTIMUM FOUND",18,3,0.0889,NA,"concrete greedy soln.",1e-04,46,0,"Base",0.0242,"",19,747,"rnd52.csv",NA,2,NA,NA,NA
"41",0,0,1,"OPTIMUM FOUND",56,0,0.0335,NA,"Init Bounds.",0,40,0,"Base",2e-04,"",0,652,"rnd55.csv",NA,1,NA,NA,NA
"42",1,0.001,133,"OPTIMUM FOUND",16,10,8.2253,NA,"abstract CPLEX model.",0,81,0,"Base",8.0522,"",2,34,"rnd15.csv",NA,9,NA,NA,NA
"43",0,0,2,"OPTIMUM FOUND",48,0,0.3161,NA,"disjoint phase.",0,80,0,"Base",0.1015,"",0,26,"rnd56.csv",NA,9,NA,NA,NA
"44",0,0,2,"OPTIMUM FOUND",54,0,0.279,NA,"disjoint phase.",0,81,0,"Base",0.0813,"",0,0,"rnd44.csv",NA,10,NA,NA,NA
"45",3,0.0572,4524,"OPTIMUM FOUND",34,84.296296,632.8981,NA,"abstract CPLEX model.",0.0048,205,0,"Base",632.2874,"",108,116,"rnd43.csv",NA,8,NA,NA,NA
"46",1,0.0014,94,"OPTIMUM FOUND",36,4,0.2575,NA,"CPLEX model.",0,57,0,"Base",0.1636,"",9,414,"rnd47.csv",NA,4,NA,NA,NA
"47",1,0,42,"OPTIMUM FOUND",23,4,0.0643,NA,"concrete greedy soln.",0,46,0,"Base",0.0133,"",5,542,"rnd49.csv",NA,2,NA,NA,NA
"48",5,2.3642,5744,"OPTIMUM FOUND",53,88.352113,1466.1761,NA,"abstract CPLEX model.",0.0057,252,0,"Base",1462.8812,"",142,48,"rnd29.csv",NA,9,NA,NA,NA
"49",1,4e-04,82,"OPTIMUM FOUND",22,3.625,0.1668,NA,"CPLEX model.",0,52,0,"Base",0.0937,"",8,493,"rnd32.csv",NA,3,NA,NA,NA
"50",1,4e-04,445,"OPTIMUM FOUND",27,4.884615,2.6864,NA,"concrete greedy soln.",1e-04,57,0,"Base",2.5999,"",26,403,"rnd46.csv",NA,4,NA,NA,NA
"51",0,0,2,"OPTIMUM FOUND",9,0,0.2608,NA,"disjoint phase.",0,82,0,"Base",0.0285,"",0,0,"rnd27.csv",NA,10,NA,NA,NA
"52",1,0,306,"OPTIMUM FOUND",60,10.4,10.1448,NA,"abstract CPLEX model.",0,83,0,"Base",9.9523,"",5,32,"rnd53.csv",NA,9,NA,NA,NA
"53",3,0.0196,7243,"OPTIMUM FOUND",46,52.496454,567.6784,NA,"abstract CPLEX model.",0.0022,159,0,"Base",566.9498,"",141,125,"rnd8.csv",NA,7,NA,NA,NA
"54",4,0.0964,7327,"OPTIMUM FOUND",6,59.890909,834.5879,NA,"abstract CPLEX model.",0.0048,193,0,"Base",833.5879,"",165,110,"rnd11.csv",NA,8,NA,NA,NA
"55",0,0,2,"OPTIMUM FOUND",31,0,0.3637,NA,"disjoint phase.",0,80,0,"Base",0.191,"",0,12,"rnd4.csv",NA,9,NA,NA,NA
"56",1,4e-04,152,"OPTIMUM FOUND",22,3.5,0.9885,NA,"CPLEX model.",0,57,0,"Base",0.9038,"",8,375,"rnd32.csv",NA,4,NA,NA,NA
"57",1,0.0014,27,"OPTIMUM FOUND",27,5,0.0924,NA,"concrete greedy soln.",0,52,0,"Base",0.0278,"",2,493,"rnd46.csv",NA,3,NA,NA,NA
"58",0,0,2,"OPTIMUM FOUND",37,0,0.4302,NA,"disjoint phase.",0,81,0,"Base",0.2019,"",0,0,"rnd60.csv",NA,10,NA,NA,NA
"59",1,0.0016,17,"OPTIMUM FOUND",36,3.5,0.0807,NA,"CPLEX model.",0,53,0,"Base",0.0083,"",2,517,"rnd47.csv",NA,3,NA,NA,NA
"60",0,0,2,"OPTIMUM FOUND",11,0,0.3671,NA,"disjoint phase.",0,81,0,"Base",0.1008,"",0,0,"rnd36.csv",NA,10,NA,NA,NA
"61",1,5e-04,156,"OPTIMUM FOUND",23,4.75,1.1212,NA,"CPLEX model.",0,58,0,"Base",1.027,"",8,260,"rnd49.csv",NA,5,NA,NA,NA
"62",1,0,767,"OPTIMUM FOUND",31,13,101.6115,NA,"CPLEX model.",0,82,0,"Base",101.4871,"",12,89,"rnd4.csv",NA,7,NA,NA,NA
"63",1,0,366,"OPTIMUM FOUND",7,4,9.28,NA,"concrete greedy soln.",0,59,0,"Base",9.1922,"",14,303,"rnd12.csv",NA,5,NA,NA,NA
"64",0,0,2,"OPTIMUM FOUND",6,0,0.0502,NA,"disjoint phase.",0,41,0,"Base",0.001,"",0,881,"rnd11.csv",NA,1,NA,NA,NA
"65",1,2e-04,806,"OPTIMUM FOUND",13,3.65625,16.1083,NA,"concrete greedy soln.",1e-04,58,0,"Base",15.9929,"",32,332,"rnd54.csv",NA,5,NA,NA,NA
"66",0,0,2,"OPTIMUM FOUND",34,0,0.0428,NA,"disjoint phase.",0,41,0,"Base",0.0011,"",0,845,"rnd43.csv",NA,1,NA,NA,NA
"67",1,4e-04,232,"OPTIMUM FOUND",8,3.45,0.455,NA,"concrete greedy soln.",0,52,0,"Base",0.377,"",20,546,"rnd50.csv",NA,3,NA,NA,NA
"68",0,0,2,"OPTIMUM FOUND",2,0,0.3196,NA,"disjoint phase.",0,81,0,"Base",0.0618,"",0,0,"rnd58.csv",NA,10,NA,NA,NA
"69",1,9e-04,1837,"OPTIMUM FOUND",16,16.121951,117.8369,NA,"concrete greedy soln.",3e-04,85,0,"Base",117.7022,"",41,123,"rnd15.csv",NA,7,NA,NA,NA
"70",1,0.0013,71,"OPTIMUM FOUND",13,3.272727,0.0852,NA,"concrete greedy soln.",0,46,0,"Base",0.0233,"",11,716,"rnd54.csv",NA,2,NA,NA,NA
"71",3,0.0354,5401,"OPTIMUM FOUND",48,54.6,841.0454,NA,"abstract CPLEX model.",0.0022,187,0,"Base",840.5767,"",120,168,"rnd56.csv",NA,7,NA,NA,NA
"72",1,7e-04,183,"OPTIMUM FOUND",34,5,8.5636,NA,"concrete greedy soln.",0,61,0,"Base",8.4457,"",7,254,"rnd43.csv",NA,6,NA,NA,NA
"73",2,0.0052,1690,"OPTIMUM FOUND",8,4.090909,11.1735,NA,"LB >= UB.",3e-04,57,0,"Base",11.0659,"",99,430,"rnd50.csv",NA,4,NA,NA,NA
"74",5,1.4537,9027,"OPTIMUM FOUND",53,60.931579,2232.1034,NA,"abstract CPLEX model.",0.0051,214,0,"Base",2230.0374,"",190,146,"rnd29.csv",NA,7,NA,NA,NA
"75",0,0,2,"OPTIMUM FOUND",46,0,0.415,NA,"disjoint phase.",0,83,0,"Base",0.2222,"",0,32,"rnd8.csv",NA,9,NA,NA,NA
"76",1,6e-04,398,"OPTIMUM FOUND",60,9.571429,30.9458,NA,"concrete greedy soln.",0,82,0,"Base",30.8016,"",14,141,"rnd53.csv",NA,7,NA,NA,NA
"77",0,0,2,"OPTIMUM FOUND",7,0,0.0478,NA,"disjoint phase.",0,46,0,"Base",0.0014,"",0,560,"rnd12.csv",NA,2,NA,NA,NA
"78",2,0.008,3547,"OPTIMUM FOUND",6,25.781609,244.9194,NA,"CPLEX model.",5e-04,101,0,"Base",244.7524,"",87,255,"rnd11.csv",NA,6,NA,NA,NA
"79",1,4e-04,57,"OPTIMUM FOUND",55,3.111111,0.0686,NA,"concrete greedy soln.",0,46,0,"Base",0.0175,"",9,658,"rnd7.csv",NA,2,NA,NA,NA
"80",8,0.1118,6937,"UNKNOWN",43,66.450777,3599.482,170,"",0.0072,267,0,"Base",3598.9428,"INTERRUPTED signal 15",193,170,"rnd45.csv",110,8,NA,NA,NA
"81",1,7e-04,8,"OPTIMUM FOUND",35,3,0.0363,NA,"CPLEX model.",0,40,0,"Base",0.0012,"",1,743,"rnd14.csv",NA,1,NA,NA,NA
"82",4,0.2871,7146,"OPTIMUM FOUND",4,54.134146,855.6914,NA,"abstract CPLEX model.",0.0037,211,0,"Base",854.8333,"",164,111,"rnd2.csv",NA,8,NA,NA,NA
"83",0,0,2,"OPTIMUM FOUND",54,0,0.046,NA,"disjoint phase.",0,46,0,"Base",0.0014,"",0,507,"rnd44.csv",NA,2,NA,NA,NA
"84",1,0.0013,690,"OPTIMUM FOUND",2,3.933333,0.7212,NA,"conflicts from UB model.",2e-04,53,0,"Base",0.6371,"",75,542,"rnd58.csv",NA,3,NA,NA,NA
"85",2,0.0066,2866,"OPTIMUM FOUND",28,25.310811,254.5909,NA,"CPLEX model.",6e-04,101,0,"Base",254.4588,"",74,223,"rnd16.csv",NA,6,NA,NA,NA
"86",0,0,2,"OPTIMUM FOUND",6,0,0.4242,NA,"disjoint phase.",0,83,0,"Base",0.1435,"",0,0,"rnd11.csv",NA,10,NA,NA,NA
"87",0,0,2,"OPTIMUM FOUND",44,0,0.0498,NA,"disjoint phase.",0,46,0,"Base",0.0017,"",0,544,"rnd6.csv",NA,2,NA,NA,NA
"88",2,0.0842,3639,"OPTIMUM FOUND",1,25.793103,290.3491,NA,"CPLEX model.",5e-04,106,0,"Base",290.0966,"",87,178,"rnd1.csv",NA,7,NA,NA,NA
"89",0,0,2,"OPTIMUM FOUND",28,0,0.0406,NA,"disjoint phase.",0,41,0,"Base",3e-04,"",0,651,"rnd16.csv",NA,1,NA,NA,NA
"90",1,5e-04,664,"OPTIMUM FOUND",26,7.315789,44.3365,NA,"concrete greedy soln.",1e-04,80,0,"Base",44.1737,"",19,87,"rnd24.csv",NA,8,NA,NA,NA
"91",1,6e-04,162,"OPTIMUM FOUND",44,4.777778,0.9566,NA,"concrete greedy soln.",0,58,0,"Base",0.855,"",9,245,"rnd6.csv",NA,5,NA,NA,NA
"92",2,0.298,5942,"OPTIMUM FOUND",55,7.717391,262.7172,NA,"CPLEX model.",4e-04,90,0,"Base",262.2771,"",184,360,"rnd7.csv",NA,5,NA,NA,NA
"93",1,5e-04,1328,"OPTIMUM FOUND",35,5.372093,64.278,NA,"concrete greedy soln.",2e-04,71,0,"Base",64.1538,"",43,226,"rnd14.csv",NA,6,NA,NA,NA
"94",2,0.0036,2358,"OPTIMUM FOUND",45,23.846154,214.1345,NA,"CPLEX model.",3e-04,97,0,"Base",213.9307,"",65,110,"rnd38.csv",NA,8,NA,NA,NA
"95",1,0.0012,256,"OPTIMUM FOUND",58,5.333333,27.8033,NA,"CPLEX model.",0,80,0,"Base",27.6142,"",6,99,"rnd48.csv",NA,8,NA,NA,NA
"96",1,5e-04,330,"OPTIMUM FOUND",54,4.3125,9.7986,NA,"concrete greedy soln.",0,58,0,"Base",9.7019,"",16,269,"rnd44.csv",NA,5,NA,NA,NA
"97",6,0.2841,10254,"OPTIMUM FOUND",15,63.109649,2361.1984,NA,"abstract CPLEX model.",0.0079,243,0,"Base",2360.3293,"",228,170,"rnd3.csv",NA,7,NA,NA,NA
"98",1,0.0021,822,"OPTIMUM FOUND",2,5.071429,2.139,NA,"concrete greedy soln.",1e-04,57,0,"Base",2.0343,"",56,418,"rnd58.csv",NA,4,NA,NA,NA
"99",1,6e-04,1168,"OPTIMUM FOUND",1,16.212121,73.2859,NA,"concrete greedy soln.",1e-04,85,0,"Base",73.084,"",33,49,"rnd1.csv",NA,9,NA,NA,NA
"100",1,0,44,"OPTIMUM FOUND",29,4,0.1236,NA,"CPLEX model.",0,53,0,"Base",0.0415,"",4,574,"rnd5.csv",NA,3,NA,NA,NA
"101",1,3e-04,29,"OPTIMUM FOUND",21,3,0.1247,NA,"CPLEX model.",0,53,0,"Base",0.0513,"",3,560,"rnd31.csv",NA,3,NA,NA,NA
"102",1,5e-04,43,"OPTIMUM FOUND",25,6,0.2265,NA,"concrete greedy soln.",0,57,0,"Base",0.1477,"",2,316,"rnd18.csv",NA,4,NA,NA,NA
"103",1,0,1171,"OPTIMUM FOUND",26,6.4,75.3651,NA,"concrete greedy soln.",1e-04,74,0,"Base",75.2448,"",35,241,"rnd24.csv",NA,6,NA,NA,NA
"104",1,3e-04,75,"OPTIMUM FOUND",42,3.875,0.1915,NA,"CPLEX model.",0,52,0,"Base",0.1209,"",8,461,"rnd26.csv",NA,3,NA,NA,NA
"105",1,0.0015,33,"OPTIMUM FOUND",10,2.2,0.0656,NA,"concrete greedy soln.",0,46,0,"Base",0.0149,"",5,649,"rnd39.csv",NA,2,NA,NA,NA
"106",0,0,1,"OPTIMUM FOUND",43,0,0.0311,NA,"Init Bounds.",0,41,0,"Base",5e-04,"",0,745,"rnd45.csv",NA,1,NA,NA,NA
"107",2,0.0059,3776,"OPTIMUM FOUND",58,17.663158,255.7792,NA,"CPLEX model.",4e-04,102,0,"Base",255.6258,"",95,276,"rnd48.csv",NA,6,NA,NA,NA
"108",2,0.0099,3313,"OPTIMUM FOUND",35,38.135802,287.3274,NA,"CPLEX model.",0.001,122,0,"Base",287.1337,"",81,92,"rnd14.csv",NA,8,NA,NA,NA
"109",1,0.002,1270,"OPTIMUM FOUND",45,9,82.9334,NA,"concrete greedy soln.",1e-04,76,0,"Base",82.8034,"",28,270,"rnd38.csv",NA,6,NA,NA,NA
"110",0,0,2,"OPTIMUM FOUND",4,0,0.0399,NA,"disjoint phase.",0,41,0,"Base",4e-04,"",0,856,"rnd2.csv",NA,1,NA,NA,NA
"111",1,5e-04,185,"OPTIMUM FOUND",15,10,6.7694,NA,"abstract CPLEX model.",0,80,0,"Base",6.5652,"",3,42,"rnd3.csv",NA,9,NA,NA,NA
"112",1,5e-04,346,"OPTIMUM FOUND",42,4,2.6783,NA,"concrete greedy soln.",0,58,0,"Base",2.5936,"",21,362,"rnd26.csv",NA,4,NA,NA,NA
"113",2,0.0064,4940,"OPTIMUM FOUND",10,6.25,163.203,NA,"LB >= UB.",3e-04,71,0,"Base",163.0671,"",140,330,"rnd39.csv",NA,5,NA,NA,NA
"114",4,0.0518,7901,"OPTIMUM FOUND",43,24.145833,1062.3303,NA,"building summations.",0.0019,190,0,"Base",1062.0527,"",192,249,"rnd45.csv",NA,6,NA,NA,NA
"115",0,0,2,"OPTIMUM FOUND",45,0,0.0417,NA,"disjoint phase.",0,41,0,"Base",5e-04,"",0,925,"rnd38.csv",NA,1,NA,NA,NA
"116",0,0,2,"OPTIMUM FOUND",58,0,0.0474,NA,"disjoint phase.",0,41,0,"Base",5e-04,"",0,882,"rnd48.csv",NA,1,NA,NA,NA
"117",1,0.0017,439,"OPTIMUM FOUND",4,4.833333,44.4546,NA,"CPLEX model.",0,65,0,"Base",44.3327,"",12,281,"rnd2.csv",NA,6,NA,NA,NA
"118",1,9e-04,76,"OPTIMUM FOUND",29,3.6,0.362,NA,"CPLEX model.",0,57,0,"Base",0.2662,"",5,458,"rnd5.csv",NA,4,NA,NA,NA
"119",4,0.0577,7052,"OPTIMUM FOUND",28,56.695364,1009.6916,NA,"abstract CPLEX model.",0.004,193,0,"Base",1009.2211,"",151,94,"rnd16.csv",NA,8,NA,NA,NA
"120",0,0,2,"OPTIMUM FOUND",49,0,0.2583,NA,"disjoint phase.",0,81,0,"Base",0.0525,"",0,0,"rnd21.csv",NA,10,NA,NA,NA
"121",1,9e-04,57,"OPTIMUM FOUND",21,3.75,0.5588,NA,"CPLEX model.",0,57,0,"Base",0.4649,"",4,461,"rnd31.csv",NA,4,NA,NA,NA
"122",1,0.0011,15,"OPTIMUM FOUND",25,3,0.0673,NA,"CPLEX model.",0,52,0,"Base",0.0159,"",1,396,"rnd18.csv",NA,3,NA,NA,NA
"123",0,0,2,"OPTIMUM FOUND",26,0,0.0408,NA,"disjoint phase.",0,41,0,"Base",8e-04,"",0,733,"rnd24.csv",NA,1,NA,NA,NA
"124",2,0.0082,1616,"OPTIMUM FOUND",19,4.52439,21.1248,NA,"LB >= UB.",2e-04,57,0,"Base",21.0129,"",82,432,"rnd28.csv",NA,4,NA,NA,NA
"125",1,5e-04,411,"OPTIMUM FOUND",50,5,80.8433,NA,"CPLEX model.",0,85,0,"Base",80.6701,"",7,99,"rnd35.csv",NA,8,NA,NA,NA
"126",0,0,1,"OPTIMUM FOUND",41,0,0.0288,NA,"Init Bounds.",0,40,0,"Base",0,"",0,607,"rnd23.csv",NA,1,NA,NA,NA
"127",1,7e-04,67,"OPTIMUM FOUND",5,10,1.59,NA,"abstract CPLEX model.",0,82,0,"Base",1.4071,"",1,29,"rnd20.csv",NA,9,NA,NA,NA
"128",1,0.0016,299,"OPTIMUM FOUND",47,4.833333,0.2683,NA,"concrete greedy soln.",1e-04,46,0,"Base",0.2138,"",24,579,"rnd34.csv",NA,2,NA,NA,NA
"129",5,5.5085,12909,"OPTIMUM FOUND",52,15.488701,983.1702,NA,"abstract CPLEX model.",0.0047,164,0,"Base",977.4094,"",354,379,"rnd17.csv",NA,5,NA,NA,NA
"130",2,0.0079,3305,"OPTIMUM FOUND",33,45.736842,286.8887,NA,"CPLEX model.",6e-04,122,0,"Base",286.6963,"",76,78,"rnd22.csv",NA,8,NA,NA,NA
"131",1,8e-04,56,"OPTIMUM FOUND",57,3.5,0.2499,NA,"CPLEX model.",0,57,0,"Base",0.161,"",4,309,"rnd37.csv",NA,4,NA,NA,NA
"132",0,0,2,"OPTIMUM FOUND",9,0,0.252,NA,"disjoint phase.",0,82,0,"Base",0.0674,"",0,25,"rnd27.csv",NA,9,NA,NA,NA
"133",1,3e-04,261,"OPTIMUM FOUND",52,3.74359,0.1475,NA,"concrete greedy soln.",1e-04,46,0,"Base",0.0953,"",39,650,"rnd17.csv",NA,2,NA,NA,NA
"134",1,5e-04,100,"OPTIMUM FOUND",57,3.4,0.1652,NA,"concrete greedy soln.",0,53,0,"Base",0.0914,"",10,401,"rnd37.csv",NA,3,NA,NA,NA
"135",1,2e-04,76,"OPTIMUM FOUND",19,3.875,0.1724,NA,"concrete greedy soln.",0,52,0,"Base",0.0964,"",8,524,"rnd28.csv",NA,3,NA,NA,NA
"136",1,2e-04,82,"OPTIMUM FOUND",41,4.666667,1.689,NA,"CPLEX model.",0,59,0,"Base",1.588,"",3,177,"rnd23.csv",NA,6,NA,NA,NA
"137",1,0,471,"OPTIMUM FOUND",30,12.4,71.67,NA,"CPLEX model.",0,85,0,"Base",71.5109,"",10,100,"rnd59.csv",NA,8,NA,NA,NA
"138",2,0.0101,4768,"OPTIMUM FOUND",47,5.888199,213.0633,NA,"LB >= UB.",3e-04,85,0,"Base",212.924,"",161,287,"rnd34.csv",NA,5,NA,NA,NA
"139",0,0,2,"OPTIMUM FOUND",20,0,0.0794,NA,"disjoint phase.",0,57,0,"Base",0.0032,"",0,301,"rnd30.csv",NA,4,NA,NA,NA
"140",0,0,2,"OPTIMUM FOUND",55,0,0.3603,NA,"disjoint phase.",0,81,0,"Base",0.1228,"",0,0,"rnd7.csv",NA,10,NA,NA,NA
"141",1,7e-04,46,"OPTIMUM FOUND",33,3.125,0.045,NA,"concrete greedy soln.",0,40,0,"Base",0.0063,"",8,758,"rnd22.csv",NA,1,NA,NA,NA
"142",1,6e-04,37,"OPTIMUM FOUND",24,3,0.1077,NA,"CPLEX model.",0,52,0,"Base",0.0284,"",3,498,"rnd19.csv",NA,3,NA,NA,NA
"143",6,0.1168,12105,"UNKNOWN",30,45.204082,3599.5217,375,"",0.0095,265,0,"Base",3599.0707,"INTERRUPTED signal 15",294,375,"rnd59.csv",261,6,NA,NA,NA
"144",2,0.0022,585,"OPTIMUM FOUND",41,5.818182,30.6447,NA,"LB >= UB.",1e-04,79,3e-04,"Base",30.4927,"",22,74,"rnd23.csv",NA,8,NA,NA,NA
"145",0,0,2,"OPTIMUM FOUND",50,0,0.0386,NA,"disjoint phase.",0,41,0,"Base",7e-04,"",0,791,"rnd35.csv",NA,1,NA,NA,NA
"146",2,0.0076,1250,"OPTIMUM FOUND",40,4.027027,7.7608,NA,"CPLEX model.",2e-04,57,0,"Base",7.6563,"",74,434,"rnd25.csv",NA,4,NA,NA,NA
"147",0,0,2,"OPTIMUM FOUND",52,0,0.3646,NA,"disjoint phase.",0,81,0,"Base",0.1443,"",0,0,"rnd17.csv",NA,10,NA,NA,NA
"148",0,0,2,"OPTIMUM FOUND",30,0,0.0355,NA,"disjoint phase.",0,41,0,"Base",7e-04,"",0,769,"rnd59.csv",NA,1,NA,NA,NA
"149",1,0.001,141,"OPTIMUM FOUND",50,4,5.6047,NA,"CPLEX model.",0,61,0,"Base",5.4799,"",5,216,"rnd35.csv",NA,6,NA,NA,NA
