"","instance","solver","X.nodes","cores_len","SAT_time","verdict","best_LB","solved_by","SAT_calls","interrupted_by","CPLEX_seeded","solution","CPU","CPLEX_pop_time","X.edges","iterations","inst_num.x","MEM_MB","CPLEX_time","best_UB","cores","GREEDY_time","num_obj_in_core","cores_obj","inst_num.y","wat","Dataset","inst_num"
"416","fuzix_devices_device_init.gr","Base",6,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,6e-04,0,5,0,213,35,0,NA,0,0,NA,NA,213,"","Real-World graphs",NA
"417","fuzix_devices_device_init.gr","Base(IP)",6,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",1,0.0025,0,5,0,213,35,0,NA,0,0,NA,NA,213,"","Real-World graphs",NA
"418","fuzix_grent_setgrent.gr","Hybrid",15,2.214286,0.0467,"OPTIMUM FOUND",NA,"LB >= UB.",513,"",NA,2,0.0556,0,15,2,221,38,9e-04,NA,126,6e-04,1.0588,238,221,"","Real-World graphs",NA
"419","fuzix_grent_setgrent.gr","Base",15,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0086,0,15,0,221,36,0,NA,0,0,NA,NA,221,"","Real-World graphs",NA
"420","fuzix_grent_setgrent.gr","Base(IP)",15,0,2e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0108,0,15,0,221,36,0,NA,0,0,NA,NA,221,"","Real-World graphs",NA
"421","games120.graph","Hybrid",120,5.521481,3580.2436,"UNKNOWN",10,"",48480,"INTERRUPTED signal 15",NA,51,3595.8017,0,638,19,79,894,0.7934,51,5400,0.014,1.0082,14518,79,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"422","games120.graph","Base",120,1.222222,3589.478,"UNKNOWN",14,"",27,"INTERRUPTED signal 15","",62,3594.9032,5e-04,638,3,79,845,0.0035,62,9,0,NA,NA,79,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"423","games120.graph","Base(IP)",120,1,65.4442,"UNKNOWN",7,"",10,"INTERRUPTED signal 15","seeded",68,3590.8804,0,638,1,79,3621,168.5517,68,7,0,NA,NA,79,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"424","GeneralizedPetersenGraph_10_4.gr","Hybrid",20,6.805624,3599.497,"UNKNOWN",5,"",12171,"INTERRUPTED signal 15",NA,6,3599.6612,0,30,8,21,199,0.0545,6,1209,0.0195,1.0455,418,21,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"425","GeneralizedPetersenGraph_10_4.gr","Base",20,1,449.7054,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","",6,449.7306,0,30,1,21,127,3e-04,NA,3,0,NA,NA,21,"","Real-World graphs",NA
"426","GeneralizedPetersenGraph_10_4.gr","Base(IP)",20,1,432.1349,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",6,432.2329,0,30,1,21,124,0.0642,NA,3,0,NA,NA,21,"","Real-World graphs",NA
"427","GrayGraph.gr","Hybrid",54,5.255028,3598.7794,"UNKNOWN",4,"",10643,"INTERRUPTED signal 15",NA,18,3599.2881,0,81,6,40,277,0.1108,18,1243,0.0061,1.0179,2968,40,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"428","GrayGraph.gr","Base",54,1,3598.4108,"UNKNOWN",6,"",8,"INTERRUPTED signal 15","",22,3598.8732,0,81,2,40,299,0.0014,22,4,0,NA,NA,40,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"429","GrayGraph.gr","Base(IP)",54,1,107.2125,"UNKNOWN",3,"",9,"INTERRUPTED signal 15","seeded",22,3599.5312,0,81,1,40,652,100.0664,22,3,0,NA,NA,40,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"430","Grid2dGraph_5_5.gr","Hybrid",25,5.121577,3599.4334,"UNKNOWN",4,"",17288,"INTERRUPTED signal 15",NA,5,3599.7028,0,40,9,13,246,0.0589,5,1826,0.0397,1.037,648,13,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"431","Grid2dGraph_5_5.gr","Base",25,1,1.0613,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","",5,1.1152,0,40,1,13,43,0.0015,NA,2,0,NA,NA,13,"","Real-World graphs",NA
"432","Grid2dGraph_5_5.gr","Base(IP)",25,1,1.0709,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","seeded",5,1.2535,0,40,1,13,65,0.1246,NA,2,0,NA,NA,13,"","Real-World graphs",NA
"433","GrotzschGraph.gr","Hybrid",11,3.913374,148.065,"UNKNOWN",4,"",176610,"INTERRUPTED signal 15",NA,5,3570.8524,1588.8218,20,6809,38,201,1686.4348,5,81835,42.6319,1.0769,130,38,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"434","GrotzschGraph.gr","Base",11,1,0.0116,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",5,0.0298,0,20,1,38,38,0.0131,NA,3,0,NA,NA,38,"","Real-World graphs",NA
"435","GrotzschGraph.gr","Base(IP)",11,1,0.0118,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",5,0.0286,0,20,1,38,38,0.0112,NA,3,0,NA,NA,38,"","Real-World graphs",NA
"436","GTFS_VBB_EndeApr_Dez2016.zip_train+metro_15.gr","Hybrid",124,3.954296,3590.8526,"UNKNOWN",4,"",12004,"INTERRUPTED signal 15",NA,33,3595.5364,0,250,6,313,961,0.2172,33,1641,0.0035,1.0079,15498,313,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"437","GTFS_VBB_EndeApr_Dez2016.zip_train+metro_15.gr","Base",124,1.125,3589.3527,"UNKNOWN",10,"",28,"INTERRUPTED signal 15","",16,3595.2241,6e-04,250,4,313,836,0.004,16,8,0,NA,NA,313,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"438","GTFS_VBB_EndeApr_Dez2016.zip_train+metro_15.gr","Base(IP)",124,1,71.1365,"UNKNOWN",5,"",8,"INTERRUPTED signal 15","seeded",34,3591.318,0,250,1,313,4154,146.3902,34,5,0,NA,NA,313,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"439","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_10.gr","Hybrid",187,3.372954,3572.6839,"UNKNOWN",5,"",8532,"INTERRUPTED signal 15",NA,34,3580.3446,0,385,6,294,3178,0.4095,34,1405,0.0014,1.0053,35154,294,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"440","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_10.gr","Base",187,1,3566.0246,"UNKNOWN",9,"",9,"INTERRUPTED signal 15","",57,3587.3512,0.001,385,3,294,3153,0.0055,57,5,0,NA,NA,294,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"441","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_10.gr","Base(IP)",187,1,72.9205,"UNKNOWN",4,"",5,"INTERRUPTED signal 15","seeded",57,3584.7835,0,385,1,294,13306,116.7122,57,2,0,NA,NA,294,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"442","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_12.gr","Hybrid",197,3.264943,3575.4302,"UNKNOWN",5,"",10088,"INTERRUPTED signal 15",NA,38,3583.9545,0,404,6,284,3713,0.443,38,1740,0.0019,1.005,39004,284,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"443","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_12.gr","Base",197,1.2,3559.1481,"UNKNOWN",9,"",24,"INTERRUPTED signal 15","",30,3584.5823,0.001,404,4,284,2977,0.0067,30,5,0,NA,NA,284,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"444","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_12.gr","Base(IP)",197,1,89.5687,"UNKNOWN",4,"",5,"INTERRUPTED signal 15","seeded",61,3583.8183,0,404,1,284,15436,107.4034,61,2,0,NA,NA,284,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"445","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_15.gr","Hybrid",198,3.308461,3568.7775,"UNKNOWN",4,"",8890,"INTERRUPTED signal 15",NA,40,3577.1101,0,406,6,286,3661,0.4692,40,1501,0.0017,1.005,39400,286,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"446","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_15.gr","Base",198,1.6,3559.4445,"UNKNOWN",9,"",19,"INTERRUPTED signal 15","",48,3585.8836,8e-04,406,4,286,2998,0.0089,48,5,0,NA,NA,286,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"447","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_15.gr","Base(IP)",198,1,88.4401,"UNKNOWN",4,"",5,"INTERRUPTED signal 15","seeded",61,3583.2785,0,406,1,286,15834,108.8473,61,2,0,NA,NA,286,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"448","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_9.gr","Hybrid",143,3.7683,3585.3758,"UNKNOWN",5,"",11592,"INTERRUPTED signal 15",NA,26,3592.392,0,303,6,305,1527,0.2965,26,1653,0.0033,1.0069,20590,305,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"449","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_9.gr","Base",143,1.4,3584.1633,"UNKNOWN",9,"",18,"INTERRUPTED signal 15","",45,3593.6767,0,303,3,305,1348,0.0037,45,5,0,NA,NA,305,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"450","GTFS_VBB_EndeApr_Dez2016.zip_train+metro+tram_9.gr","Base(IP)",143,1,97.3047,"UNKNOWN",4,"",6,"INTERRUPTED signal 15","seeded",45,3590.609,0,303,1,305,6154,127.2253,45,3,0,NA,NA,305,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"451","hailfinder.net.graph","Hybrid",56,3.338333,9.7212,"OPTIMUM FOUND",NA,"LB >= UB.",3232,"",NA,4,9.992,0,99,3,170,137,0.0169,NA,600,0.0025,1.0172,3190,170,"","Real-World graphs",NA
"452","hailfinder.net.graph","Base",56,0,0.0605,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","",4,0.6574,0,99,0,170,132,0,NA,0,0,NA,NA,170,"","Real-World graphs",NA
"453","hailfinder.net.graph","Base(IP)",56,0,0.0639,"OPTIMUM FOUND",NA,"disjoint phase.",2,"","seeded",4,0.6895,0,99,0,170,132,0,NA,0,0,NA,NA,170,"","Real-World graphs",NA
"454","HanoiTowerGraph_4_3.gr","Hybrid",64,5.37189,3597.9944,"UNKNOWN",6,"",13969,"INTERRUPTED signal 15",NA,22,3598.9472,0,168,6,19,336,0.1255,22,1487,0.005,1.0152,4158,19,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"455","HanoiTowerGraph_4_3.gr","Base",64,1,3597.5914,"UNKNOWN",9,"",14,"INTERRUPTED signal 15","",31,3598.3339,2e-04,168,2,19,408,0.002,31,6,0,NA,NA,19,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"456","HanoiTowerGraph_4_3.gr","Base(IP)",64,1,57.9603,"UNKNOWN",4,"",7,"INTERRUPTED signal 15","seeded",31,3599.5407,0,168,1,19,952,100.095,31,4,0,NA,NA,19,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"457","hepar2.net.graph","Hybrid",70,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,158,NA,158,NA,NA,NA,NA,NA,NA,NA,158,"","Real-World graphs",NA
"458","hepar2.net.graph","Base",70,1,0.0465,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","",6,1.2648,0,158,1,158,232,0.0011,NA,1,0,NA,NA,158,"","Real-World graphs",NA
"459","hepar2.net.graph","Base(IP)",70,1,0.0459,"OPTIMUM FOUND",NA,"LB >= UB.",3,"","seeded",6,5.1948,0,158,1,158,594,3.6293,NA,1,0,NA,NA,158,"","Real-World graphs",NA
"460","homer.graph","Hybrid",556,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,93.5955,0,1628,0,54,32790,0,0,0,0,NA,NA,54,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"461","homer.graph","Base",556,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1628,NA,54,NA,NA,NA,NA,NA,NA,NA,54,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"462","homer.graph","Base(IP)",556,NA,NA,"",NA,"",NA,"","",NA,NA,NA,1628,NA,54,NA,NA,NA,NA,NA,NA,NA,54,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"463","HouseGraph.gr","Hybrid",5,2.703704,2e-04,"OPTIMUM FOUND",NA,"LB >= UB.",122,"",NA,2,0.0049,3e-04,6,2,7,36,8e-04,NA,27,0,1.1429,28,7,"","Real-World graphs",NA
"464","HouseGraph.gr","Base",5,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0,0,6,0,7,35,0,NA,0,0,NA,NA,7,"","Real-World graphs",NA
"465","HouseGraph.gr","Base(IP)",5,0,1e-04,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",2,0.0021,0,6,0,7,35,0,NA,0,0,NA,NA,7,"","Real-World graphs",NA
"466","HouseXGraph.gr","Hybrid",5,3.029412,0.0017,"OPTIMUM FOUND",NA,"LB >= UB.",168,"",NA,3,0.0039,6e-04,8,2,9,36,7e-04,NA,34,1e-04,1.1429,28,9,"","Real-World graphs",NA
"467","HouseXGraph.gr","Base",5,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0011,0,8,0,9,35,0,NA,0,0,NA,NA,9,"","Real-World graphs",NA
"468","HouseXGraph.gr","Base(IP)",5,0,0,"OPTIMUM FOUND",NA,"Init Bounds.",1,"","",3,0.0021,0,8,0,9,35,0,NA,0,0,NA,NA,9,"","Real-World graphs",NA
"469","huck.graph","Hybrid",74,5.191667,3597.8782,"UNKNOWN",8,"",21689,"INTERRUPTED signal 15",NA,10,3599.4655,0,301,9,88,360,0.3098,10,2400,0.0137,1.0132,5548,88,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"470","huck.graph","Base",74,1,0.216,"OPTIMUM FOUND",NA,"LB >= UB.",7,"","",10,1.5808,0,301,1,88,242,8e-04,NA,5,0,NA,NA,88,"","Real-World graphs",NA
"471","huck.graph","Base(IP)",74,1,0.2414,"OPTIMUM FOUND",NA,"LB >= UB.",7,"","seeded",10,6.8789,0,301,1,88,704,4.7909,NA,5,0,NA,NA,88,"","Real-World graphs",NA
"472","IcosahedralGraph.gr","Hybrid",12,4.963333,4.8528,"OPTIMUM FOUND",NA,"LB >= UB.",2483,"",NA,6,4.8698,0,30,2,5,44,0.0018,NA,300,0.0012,1.0714,154,5,"","Real-World graphs",NA
"473","IcosahedralGraph.gr","Base",12,1,0.1698,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","",6,0.1785,0,30,1,5,37,7e-04,NA,2,0,NA,NA,5,"","Real-World graphs",NA
"474","IcosahedralGraph.gr","Base(IP)",12,1,0.1698,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","seeded",6,0.1925,0,30,1,5,39,0.0152,NA,2,0,NA,NA,5,"","Real-World graphs",NA
"475","inithx.i.1.graph","Hybrid",519,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,104.8288,0,18707,0,61,32787,0,0,0,0,NA,NA,61,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"476","inithx.i.1.graph","Base",519,NA,NA,"",NA,"",NA,"","",NA,NA,NA,18707,NA,61,NA,NA,NA,NA,NA,NA,NA,61,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"477","inithx.i.1.graph","Base(IP)",519,NA,NA,"",NA,"",NA,"","",NA,NA,NA,18707,NA,61,NA,NA,NA,NA,NA,NA,NA,61,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"478","inithx.i.3.graph","Hybrid",559,0,0,"UNKNOWN",0,"",0,"INTERRUPTED signal 15",NA,0,93.6269,0,13969,0,94,32781,0,0,0,0,NA,NA,94,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"479","inithx.i.3.graph","Base",559,NA,NA,"",NA,"",NA,"","",NA,NA,NA,13969,NA,94,NA,NA,NA,NA,NA,NA,NA,94,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"480","inithx.i.3.graph","Base(IP)",559,NA,NA,"",NA,"",NA,"","",NA,NA,NA,13969,NA,94,NA,NA,NA,NA,NA,NA,NA,94,"Maximum VSize exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"481","insurance.net.graph","Hybrid",27,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,70,NA,169,NA,NA,NA,NA,NA,NA,NA,169,"","Real-World graphs",NA
"482","insurance.net.graph","Base",27,1,0.027,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","",6,0.0858,0,70,1,169,47,1e-04,NA,2,0,NA,NA,169,"","Real-World graphs",NA
"483","insurance.net.graph","Base(IP)",27,1,0.024,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","seeded",6,0.2592,0,70,1,169,71,0.1573,NA,2,0,NA,NA,169,"","Real-World graphs",NA
"484","jean.graph","Hybrid",77,4.792,441.9736,"OPTIMUM FOUND",NA,"LB >= UB.",12834,"",NA,9,443.1305,0,254,6,84,319,0.1137,NA,1500,0.0065,1.0127,6004,84,"","Real-World graphs",NA
"485","jean.graph","Base",77,1,0.2954,"OPTIMUM FOUND",NA,"LB >= UB.",6,"","",9,1.8957,0,254,1,84,250,7e-04,NA,4,0,NA,NA,84,"","Real-World graphs",NA
"486","jean.graph","Base(IP)",77,1,0.273,"OPTIMUM FOUND",NA,"LB >= UB.",6,"","seeded",9,7.39,0,254,1,84,793,4.9691,NA,4,0,NA,NA,84,"","Real-World graphs",NA
"487","jgiraldezlevy.2200.9086.08.40.22.gaifman_2.gr","Hybrid",111,6.229547,3583.4543,"UNKNOWN",12,"",51445,"INTERRUPTED signal 15",NA,40,3595.5433,0,675,18,279,796,0.8249,40,5097,0.0141,1.0088,12430,279,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"488","jgiraldezlevy.2200.9086.08.40.22.gaifman_2.gr","Base",111,1.055556,3591.9627,"UNKNOWN",23,"",34,"INTERRUPTED signal 15","",50,3596.0367,0.001,675,5,279,784,0.0039,50,18,0,NA,NA,279,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"489","jgiraldezlevy.2200.9086.08.40.22.gaifman_2.gr","Base(IP)",111,1,84.0779,"UNKNOWN",13,"",16,"INTERRUPTED signal 15","seeded",50,3589.6541,0,675,1,279,2834,152.2781,50,13,0,NA,NA,279,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"490","job-23a.hg.graph","Hybrid",37,5.676198,3599.0174,"UNKNOWN",9,"",23200,"INTERRUPTED signal 15",NA,11,3599.5198,0,132,10,263,267,0.1276,11,2483,0.0392,1.0256,1404,263,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"491","job-23a.hg.graph","Base",37,1,0.0646,"OPTIMUM FOUND",NA,"LB >= UB.",8,"","",11,0.2235,0,132,1,263,62,7e-04,NA,6,0,NA,NA,263,"","Real-World graphs",NA
"492","job-23a.hg.graph","Base(IP)",37,1,0.0709,"OPTIMUM FOUND",NA,"LB >= UB.",8,"","seeded",11,0.6946,0,132,1,263,122,0.4075,NA,6,0,NA,NA,263,"","Real-World graphs",NA
"493","JohnsonGraph_8_2.gr","Hybrid",28,7.535112,3599.3013,"UNKNOWN",12,"",17995,"INTERRUPTED signal 15",NA,20,3599.6312,0,168,6,12,255,0.0749,20,1424,0.0083,1.0333,810,12,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"494","JohnsonGraph_8_2.gr","Base",28,1.181818,3599.0331,"UNKNOWN",16,"",15,"INTERRUPTED signal 15","",18,3599.0952,3e-04,168,3,12,304,0.0012,18,11,0,NA,NA,12,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"495","JohnsonGraph_8_2.gr","Base(IP)",28,1,111.3477,"UNKNOWN",8,"",12,"INTERRUPTED signal 15","seeded",18,3599.2908,0,168,1,12,1191,100.0074,18,8,0,NA,NA,12,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"496","Kakuro-easy-117-ext.xml.hg.graph","Hybrid",158,4.017053,3580.0256,"UNKNOWN",7,"",11751,"INTERRUPTED signal 15",NA,33,3589.9436,0,488,6,265,1942,0.2988,33,1466,0.0014,1.0063,25120,265,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"497","Kakuro-easy-117-ext.xml.hg.graph","Base",158,1.4,3579.4828,"UNKNOWN",10,"",45,"INTERRUPTED signal 15","",23,3591.8325,9e-04,488,3,265,1701,0.0058,23,5,0,NA,NA,265,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"498","Kakuro-easy-117-ext.xml.hg.graph","Base(IP)",158,1,95.9721,"UNKNOWN",5,"",6,"INTERRUPTED signal 15","seeded",32,3586.1818,0,488,1,265,8259,110.7168,32,3,0,NA,NA,265,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"499","Kakuro-easy-139-ext.xml.hg.graph","Hybrid",164,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,610,NA,242,NA,NA,NA,NA,NA,NA,NA,242,"","Real-World graphs",NA
"500","Kakuro-easy-139-ext.xml.hg.graph","Base",164,1.375,3576.4729,"UNKNOWN",12,"",19,"INTERRUPTED signal 15","",74,3591.0518,0,610,4,242,2414,0.007,74,8,0,NA,NA,242,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"501","Kakuro-easy-139-ext.xml.hg.graph","Base(IP)",164,1,104.5578,"UNKNOWN",5,"",7,"INTERRUPTED signal 15","seeded",40,3586.165,0,610,1,242,9212,102.3876,40,4,0,NA,NA,242,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"502","Kakuro-easy-163-ext.xml.hg.graph","Hybrid",172,4.148743,3568.6475,"UNKNOWN",6,"",27949,"INTERRUPTED signal 15",NA,29,3588.9214,0,508,16,247,2594,1.1883,29,4175,0.0071,1.0057,29754,247,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"503","Kakuro-easy-163-ext.xml.hg.graph","Base",172,1.4,3571.7269,"UNKNOWN",9,"",18,"INTERRUPTED signal 15","",52,3588.1248,0,508,3,247,2696,0.0054,52,5,0,NA,NA,247,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"504","Kakuro-easy-163-ext.xml.hg.graph","Base(IP)",172,1,82.0085,"UNKNOWN",4,"",7,"INTERRUPTED signal 15","seeded",52,3586.3458,0,508,1,247,10453,103.4536,52,3,0,NA,NA,247,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"505","Kakuro-medium-000-ext.xml.hg.graph","Hybrid",18,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,44,NA,235,NA,NA,NA,NA,NA,NA,NA,235,"","Real-World graphs",NA
"506","Kakuro-medium-000-ext.xml.hg.graph","Base",18,1,0.0479,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","",6,0.0677,0,44,1,235,38,1e-04,NA,2,0,NA,NA,235,"","Real-World graphs",NA
"507","Kakuro-medium-000-ext.xml.hg.graph","Base(IP)",18,1,0.0485,"OPTIMUM FOUND",NA,"LB >= UB.",4,"","seeded",6,0.1214,0,44,1,235,46,0.0477,NA,2,0,NA,NA,235,"","Real-World graphs",NA
"508","Kakuro-medium-040-ext.xml.hg.graph","Hybrid",86,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,218,NA,229,NA,NA,NA,NA,NA,NA,NA,229,"","Real-World graphs",NA
"509","Kakuro-medium-040-ext.xml.hg.graph","Base",86,1,10.0633,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","",7,12.3427,0,218,1,229,383,0.0017,NA,3,0,NA,NA,229,"","Real-World graphs",NA
"510","Kakuro-medium-040-ext.xml.hg.graph","Base(IP)",86,1,10.557,"OPTIMUM FOUND",NA,"LB >= UB.",5,"","seeded",7,21.6685,0,218,1,229,1042,7.9828,NA,3,0,NA,NA,229,"","Real-World graphs",NA
"511","Kakuro-medium-085-ext.xml.hg.graph","Hybrid",148,4.058472,3582.977,"UNKNOWN",6,"",12274,"INTERRUPTED signal 15",NA,29,3591.2616,0,408,6,248,1652,0.4876,29,1505,0.0027,1.0067,22050,248,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"512","Kakuro-medium-085-ext.xml.hg.graph","Base",148,1,1141.0128,"OPTIMUM FOUND",NA,"CPLEX model.",10,"","",9,1153.0089,9e-04,408,2,248,1573,0.0048,NA,5,0,NA,NA,248,"","Real-World graphs",NA
"513","Kakuro-medium-085-ext.xml.hg.graph","Base(IP)",148,1,67.7927,"UNKNOWN",4,"",8,"INTERRUPTED signal 15","seeded",35,3588.1512,0,408,1,248,6845,117.131,35,3,0,NA,NA,248,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"514","Klein3RegularGraph.gr","Hybrid",56,4.748316,3598.6701,"UNKNOWN",4,"",9711,"INTERRUPTED signal 15",NA,25,3599.1586,0,84,6,23,337,0.0755,25,1188,0.0054,1.0172,3190,23,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"515","Klein3RegularGraph.gr","Base",56,1,3598.4346,"UNKNOWN",6,"",8,"INTERRUPTED signal 15","",19,3598.9397,0,84,2,23,324,0.0016,19,4,0,NA,NA,23,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"516","Klein3RegularGraph.gr","Base(IP)",56,1,83.7575,"UNKNOWN",3,"",10,"INTERRUPTED signal 15","seeded",13,3599.4664,0,84,1,23,707,100.0718,13,3,0,NA,NA,23,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"517","KneserGraph_10_2.gr","Hybrid",45,10.64371,3598.3874,"UNKNOWN",26,"",21481,"INTERRUPTED signal 15",NA,38,3599.1528,0,630,7,47,283,0.0608,38,1423,0.0027,1.0213,2068,47,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
"518","KneserGraph_10_2.gr","Base",45,1,3598.3677,"UNKNOWN",28,"",25,"INTERRUPTED signal 15","",36,3598.5954,0,630,1,47,322,0.0017,36,23,0,NA,NA,47,"Maximum CPU time exceeded: sending SIGTERM then SIGKILL
","Real-World graphs",NA
